,Title,Link,Location,Price,Image,Fuel Type,Type,Year,Kms Covered,Brand
8484,BMW X5,https://www.olx.in/item/cars-c84-used-bmw-x5-in-punjabi-bagh-west-delhi-iid-1834173730?rank=12,Punjabi Bagh West,9700000,https://apollo.olx.in:443/v1/files/5hqt1lqtkp5e1-IN/image;s=150x0;q=50;f=webp;,Petrol,,2025,3300.0,BMW
8493,BMW Z4,https://www.olx.in/item/cars-c84-used-bmw-z4-in-punjabi-bagh-west-delhi-iid-1824854788?rank=22,Punjabi Bagh West,9450000,https://apollo.olx.in:443/v1/files/n2kuw5g310vl-IN/image;s=150x0;q=50;f=webp;,Petrol,Automatic,2025,3000.0,BMW
8508,BMW X7,https://www.olx.in/item/cars-c84-used-bmw-x7-in-paschim-vihar-delhi-iid-1825360473?rank=37,Paschim Vihar,8800000,https://apollo.olx.in:443/v1/files/n90pxrsjnnq52-IN/image;s=150x0;q=50;f=webp;,Diesel,Automatic,2022,44000.0,BMW
8510,BMW Z4,https://www.olx.in/item/cars-c84-used-bmw-z4-in-rajouri-garden-delhi-iid-1805581196?rank=39,Rajouri Garden,9150000,https://apollo.olx.in:443/v1/files/v3zczhs2mhl52-IN/image;s=150x0;q=50;f=webp;,Petrol,Automatic,2025,12000.0,BMW
8529,BMW X7,https://www.olx.in/item/cars-c84-used-bmw-x7-in-rajouri-garden-delhi-iid-1836050729?rank=18,Rajouri Garden,9800000,https://apollo.olx.in:443/v1/files/f66kzhuouczg-IN/image;s=150x0;q=50;f=webp;,Diesel,Automatic,2024,23000.0,BMW
8544,BMW X7,https://www.olx.in/item/cars-c84-used-bmw-x7-in-vikaspuri-delhi-iid-1834084881?rank=33,Vikaspuri,9200000,https://apollo.olx.in:443/v1/files/4q189bd32jvb2-IN/image;s=150x0;q=50;f=webp;,Petrol,Automatic,2023,68000.0,BMW
8578,BMW 7 Series,https://www.olx.in/item/cars-c84-used-bmw-7-series-in-naraina-delhi-iid-1833945403?rank=27,Naraina,8090000,https://apollo.olx.in:443/v1/files/97peyjruoi6c-IN/image;s=150x0;q=50;f=webp;,Petrol,Manual,2022,19000.0,BMW
8636,BMW X7,https://www.olx.in/item/cars-c84-used-bmw-x7-in-naraina-delhi-iid-1836015299?rank=5,Naraina,12500000,https://apollo.olx.in:443/v1/files/91c0pijf3btg1-IN/image;s=150x0;q=50;f=webp;,Petrol,Automatic,2026,1.0,BMW
8652,BMW X7,https://www.olx.in/item/cars-c84-used-bmw-x7-in-naraina-delhi-iid-1833947017?rank=21,Naraina,11600000,https://apollo.olx.in:443/v1/files/dscbx59wg1pf-IN/image;s=150x0;q=50;f=webp;,Petrol,Automatic,2025,1.0,BMW
8653,BMW Z4,https://www.olx.in/item/cars-c84-used-bmw-z4-in-dwarka-delhi-iid-1805982160?rank=22,Dwarka,9150000,https://apollo.olx.in:443/v1/files/76819heu27bn2-IN/image;s=150x0;q=50;f=webp;,Petrol,Automatic,2025,12000.0,BMW
