,Title,Link,Location,Price,Image,Fuel Type,Type,Year,Kms Covered,Brand,Region Info,price_display
2828,Tata Nexon EV XZ Plus,https://www.cardekho.com/used-car-details/used-Tata-nexon-ev-xz-plus-cars-New-Delhi_c919a616-9ab1-4bd9-9e15-eb5589fae97a.htm,"Naraina, New Delhi",975000.0,https://images10.gaadi.com/usedcar_image/4861253/original/processed_b7ed45e320550172148088b6613213fe.jpg?imwidth=640,Electric,Automatic,2022,39000.0,Tata,,"₹ 9,75,000"
2829,Tata Nexon EV XZ Plus,https://www.cardekho.com/used-car-details/used-Tata-nexon-ev-xz-plus-cars-New-Delhi_5b103026-555d-44b0-b084-72e06ebd81bf.htm,"Shalimar Bagh, New Delhi",860000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Electric,Automatic,2021,52200.0,Tata,,"₹ 8,60,000"
2830,Tata Tigor EV XT,https://www.cardekho.com/used-car-details/used-Tata-tigor-ev-xt-cars-New-Delhi_62738f07-cac6-45ad-a725-e1b139e157fa.htm,"Rohini Sector 25, New Delhi",425000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Electric,Automatic,2022,70000.0,Tata,,"₹ 4,25,000"
2831,Tata Tiago EV XE MR,https://www.cardekho.com/used-car-details/used-Tata-tiago-ev-xe-mr-cars-Noida_bb7ab024-c536-43f8-a018-ba5d38cbb8ec.htm,Noida,650000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Electric,Automatic,2024,55000.0,Tata,,"₹ 6,50,000"
2832,Tata Nano Twist XT,https://www.cardekho.com/used-car-details/used-Tata-nano-twist-xt-cars-New-Delhi_323ceb8f-cfb3-4f90-914e-f2c9110c2ab6.htm,"Krishna Nagar, New Delhi",145000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2016,36000.0,Tata,,"₹ 1,45,000"
2833,Tata Tiago EV XT LR,https://www.cardekho.com/used-car-details/used-Tata-tiago-ev-xt-lr-cars-New-Delhi_23f5c77e-8e41-4a86-99c7-686708dbd3ae.htm,"Shalimar Bagh, New Delhi",934000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Electric,Automatic,2025,101.0,Tata,,"₹ 9,34,000"
2834,Tata Nano Twist XE,https://www.cardekho.com/used-car-details/used-Tata-nano-twist-xe-cars-Faridabad_e4d40db1-4819-4e4f-88bb-22b12ffd61cc.htm,Faridabad,145000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2014,22000.0,Tata,,"₹ 1,45,000"
2835,Tata Nexon 1.2 Revotron XZ Plus,https://www.cardekho.com/used-car-details/used-Tata-nexon-12-revotron-xz-plus-cars-Greater-Noida_7d8b49c2-1d37-4e95-8232-9d3773e0d2af.htm,Greater Noida,650000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2019,80000.0,Tata,,"₹ 6,50,000"
2836,Tata Nexon 1.2 Revotron XM,https://www.cardekho.com/used-car-details/used-Tata-nexon-12-revotron-xm-cars-New-Delhi_b94cb713-e077-4a34-adb3-1c898fbe72d2.htm,"Prashant Vihar, New Delhi",538000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2019,45000.0,Tata,,"₹ 5,38,000"
2837,Tata Altroz XM Plus S,https://www.cardekho.com/used-car-details/used-Tata-altroz-xm-plus-s-cars-New-Delhi_f15178a3-51ff-4ef6-9395-f24c1b13fb29.htm,"Mundka, New Delhi",700000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2024,20000.0,Tata,,"₹ 7,00,000"
2838,Tata Nexon XZ Plus DualTone Roof S,https://www.cardekho.com/used-car-details/used-Tata-nexon-xz-plus-dualtone-roof-s-cars-New-Delhi_48b63d29-32e8-4d08-acab-eb8c5c30614f.htm,"Narela, New Delhi",800000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2021,30000.0,Tata,,"₹ 8,00,000"
2839,Tata Altroz XZ BSVI,https://www.cardekho.com/used-car-details/used-Tata-altroz-xz-bsvi-cars-New-Delhi_9c202192-32d4-48df-b972-c87d2c4413d7.htm,"Uttam Nagar, New Delhi",700000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2023,20000.0,Tata,,"₹ 7,00,000"
2840,Tata Nexon XZ Plus BSVI,https://www.cardekho.com/used-car-details/used-Tata-nexon-xz-plus-bsvi-cars-New-Delhi_52bad3d0-9ae5-44a4-846f-a41e4d3631ae.htm,"Burari, New Delhi",1200000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2023,59450.0,Tata,,"₹ 12,00,000"
2841,Tata Nexon XE BSVI,https://www.cardekho.com/used-car-details/used-Tata-nexon-xe-bsvi-cars-New-Delhi_2f5a1db2-9fa2-477b-b327-4f8ee2667539.htm,"A F Palam, New Delhi",650000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2022,30000.0,Tata,,"₹ 6,50,000"
2842,Tata Nexon 1.2 Revotron XM,https://www.cardekho.com/used-car-details/used-Tata-nexon-12-revotron-xm-cars-New-Delhi_a752317a-49be-4f7a-80e2-63b9c03b9e92.htm,"Uttam Nagar, New Delhi",650000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2019,19122.0,Tata,,"₹ 6,50,000"
2843,Tata Nexon XZ Plus Dark Edition BSVI,https://www.cardekho.com/used-car-details/used-Tata-nexon-xz-plus-dark-edition-bsvi-cars-Gurgaon_f736b801-4eee-4cc9-8897-a6aef352aa8c.htm,"Main Sarai Road, Block A, Ashok Vihar Phase III Extension, Gurgaon",681000.0,https://images10.gaadi.com/usedcar_image/5090679/original/processed_13152f9b-3de4-45ba-a8c6-fa5d94f071db.jpg?imwidth=640,Petrol,Manual,2021,30000.0,Tata,,"₹ 6,81,000"
2844,Tata Nexon 1.2 Revotron XM,https://www.cardekho.com/used-car-details/used-Tata-nexon-12-revotron-xm-cars-Noida_6d774025-9d81-42a1-8e12-7b6a20d60317.htm,Noida,525000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2017,90000.0,Tata,,"₹ 5,25,000"
2845,Tata Tiago 1.2 Revotron XZA,https://www.cardekho.com/used-car-details/used-Tata-tiago-12-revotron-xza-cars-Noida_31bb2b97-50aa-4445-8af6-9bbe6504edeb.htm,Noida,350000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2017,84000.0,Tata,,"₹ 3,50,000"
2846,Tata Nexon 1.2 Revotron XM,https://www.cardekho.com/used-car-details/used-Tata-nexon-12-revotron-xm-cars-New-Delhi_b3fc0a18-b71b-45a6-aedf-ae26ddc9cebe.htm,"Abul Fazal Enclave-I, New Delhi",550000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2018,36000.0,Tata,,"₹ 5,50,000"
2847,Tata Nexon XM BSVI,https://www.cardekho.com/used-car-details/used-Tata-nexon-xm-bsvi-cars-New-Delhi_4b83a0fe-b0e6-4963-adf1-76d267f5a157.htm,"Delhi University, New Delhi",520000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2022,65000.0,Tata,,"₹ 5,20,000"
2848,Tata Altroz XE BSVI,https://www.cardekho.com/used-car-details/used-Tata-altroz-xe-bsvi-cars-New-Delhi_e63520f5-8724-4fb7-8325-436def5d6055.htm,New Delhi,450000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2021,66000.0,Tata,,"₹ 4,50,000"
2849,Tata Harrier XT plus Dark Edition BSVI,https://www.cardekho.com/used-car-details/used-Tata-harrier-xt-plus-dark-edition-bsvi-cars-Faridabad_96ce7471-367d-46cb-86c6-2acfada453e3.htm,Faridabad,1400000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Manual,2022,32000.0,Tata,,"₹ 14,00,000"
2850,Tata Nexon 1.2 Revotron XM,https://www.cardekho.com/used-car-details/used-Tata-nexon-12-revotron-xm-cars-Gurgaon_d00b7ee9-1f66-47e2-96fa-7ffe5910abe1.htm,"Railwary Road, Gurgaon",550000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2020,26000.0,Tata,,"₹ 5,50,000"
2851,Tata Altroz XM plus BSVI,https://www.cardekho.com/used-car-details/used-Tata-altroz-xm-plus-bsvi-cars-Gurgaon_ec8a61c9-bbb1-4832-9af2-30c712671d5c.htm,Gurgaon,540000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2022,34000.0,Tata,,"₹ 5,40,000"
2852,Tata Nexon 1.2 Revotron XT,https://www.cardekho.com/used-car-details/used-Tata-nexon-12-revotron-xt-cars-Gurgaon_5bc2b25b-f40a-4b57-bfac-3c9a269a1c4d.htm,"Unnamed Road, Anamika Enclave, Sector 14, Gurgaon",380000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2018,80000.0,Tata,,"₹ 3,80,000"
2853,Tata Tiago 1.2 Revotron XZ,https://www.cardekho.com/used-car-details/used-Tata-tiago-12-revotron-xz-cars-New-Delhi_1df5f636-36a6-4eb1-a747-a543d9fbc05b.htm,New Delhi,355000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2017,30000.0,Tata,,"₹ 3,55,000"
2854,Tata Nexon XM,https://www.cardekho.com/used-car-details/used-Tata-nexon-xm-cars-Gurgaon_f6fa9071-1c20-404c-8cd8-5c6ce3cd1cc6.htm,"Palam Vihar, Gurgaon",699000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2023,30000.0,Tata,,"₹ 6,99,000"
2855,Tata Safari XT Plus BSVI,https://www.cardekho.com/used-car-details/used-Tata-safari-xt-plus-bsvi-cars-New-Delhi_72745b86-2a11-49c0-9799-8a026482e501.htm,"Vasant Kunj, New Delhi",1400000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Manual,2022,50000.0,Tata,,"₹ 14,00,000"
2856,Tata Altroz XZ Plus Dark Edition BSVI,https://www.cardekho.com/used-car-details/used-Tata-altroz-xz-plus-dark-edition-bsvi-cars-New-Delhi_7ee4bd0a-8637-4c39-97d7-d33190943488.htm,"Pitampura, New Delhi",700000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2021,9060.0,Tata,,"₹ 7,00,000"
2857,Tata Nexon XZ Plus (O) BSVI,https://www.cardekho.com/used-car-details/used-Tata-nexon-xz-plus-o-bsvi-cars-New-Delhi_d7447ef6-d4cd-48c7-9752-b641bc428185.htm,"Matiala, New Delhi",650000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2021,60000.0,Tata,,"₹ 6,50,000"
2858,Tata Nexon Smart Plus S,https://www.cardekho.com/used-car-details/used-Tata-nexon-smart-plus-s-cars-Greater-Noida_eebb509f-c6fc-49d8-a294-4425c3b95bf4.htm,"Alpha, Greater Noida",800000.0,https://images10.gaadi.com/usedcar_image/5104047/original/processed_cf45a496-ca91-4233-a678-16b314a1ecf8.jpeg?imwidth=640,Petrol,Manual,2024,20000.0,Tata,,"₹ 8,00,000"
2859,Tata Nexon XZ 2020-2022,https://www.cardekho.com/used-car-details/used-Tata-nexon-xz-2020-2022-cars-Greater-Noida_51b992fa-9645-4dc4-9d53-1b916d0cf22e.htm,"Bisrakh B.O, Greater Noida",625000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2021,50000.0,Tata,,"₹ 6,25,000"
2860,Tata Nexon XZ Plus BSVI,https://www.cardekho.com/used-car-details/used-Tata-nexon-xz-plus-bsvi-cars-Greater-Noida_814b952d-0a44-49d9-8d2d-07b89994d37a.htm,Greater Noida,950000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2022,25000.0,Tata,,"₹ 9,50,000"
2861,Tata Punch Accomplished CNG,https://www.cardekho.com/used-car-details/used-Tata-punch-accomplished-cng-cars-New-Delhi_da874048-f0f5-4e35-b2e8-a85eb98f177d.htm,"Mahavir Enclave, New Delhi",720000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,CNG,Manual,2024,10000.0,Tata,,"₹ 7,20,000"
2862,Tata Tigor 1.2 Revotron XZ Option,https://www.cardekho.com/used-car-details/used-Tata-tigor-12-revotron-xz-option-cars-Noida_1995999f-2bc3-4a81-9c29-1669f67c0a10.htm,"Sector 113, Noida",350000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2017,36000.0,Tata,,"₹ 3,50,000"
2863,Tata Nexon XZ Plus BSVI,https://www.cardekho.com/used-car-details/used-Tata-nexon-xz-plus-bsvi-cars-Noida_94e5ccac-c698-46b8-b96d-d2c425e71e9b.htm,"Sector 116 Main Road, Blk 09, Sector 116, Noida",585000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2022,60000.0,Tata,,"₹ 5,85,000"
2864,Tata Altroz XM plus BSVI,https://www.cardekho.com/used-car-details/used-Tata-altroz-xm-plus-bsvi-cars-New-Delhi_7fa612b6-b4e1-4692-8ba6-90e30ab0bd06.htm,"Dr.Mukerjee Nagar, New Delhi",400000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2021,60000.0,Tata,,"₹ 4,00,000"
2865,Tata Altroz XT,https://www.cardekho.com/used-car-details/used-Tata-altroz-xt-cars-New-Delhi_0ff04a8b-54fc-4825-923c-eac2b7c6f769.htm,"Sangam Vihar S.O, New Delhi",525000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2023,20000.0,Tata,,"₹ 5,25,000"
2866,Tata Tiago 1.2 Revotron XZ,https://www.cardekho.com/used-car-details/used-Tata-tiago-12-revotron-xz-cars-New-Delhi_eb63965b-13c1-497e-a517-8f051251e157.htm,"Palam Village, New Delhi",400000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2018,80000.0,Tata,,"₹ 4,00,000"
2867,Tata Nexon XZ Plus Dark Edition BSVI,https://www.cardekho.com/used-car-details/used-Tata-nexon-xz-plus-dark-edition-bsvi-cars-Faridabad_913bfe6e-1d53-4166-95eb-5d11613c5b4a.htm,"Sabharwal Road, New Industrial Township 1, New Industrial Township, Faridabad",780000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2023,80000.0,Tata,,"₹ 7,80,000"
2868,Tata Nexon XZA Plus AMT BSVI,https://www.cardekho.com/used-car-details/used-Tata-nexon-xza-plus-amt-bsvi-cars-New-Delhi_dd7d52ff-3057-439a-8353-dba33fa2718d.htm,"G.T.B.Nagar S.O, New Delhi",775000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2021,34000.0,Tata,,"₹ 7,75,000"
2869,Tata Altroz XZ BSVI,https://www.cardekho.com/used-car-details/used-Tata-altroz-xz-bsvi-cars-Ghaziabad_25c48818-cfac-40ae-97a2-1309985b06aa.htm,"Vaishali, Ghaziabad",390000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2020,61242.0,Tata,,"₹ 3,90,000"
2870,Tata Tiago 1.2 Revotron XE,https://www.cardekho.com/used-car-details/used-Tata-tiago-12-revotron-xe-cars-Ghaziabad_fbbb8a9b-f997-45e5-837a-9541f9bd7788.htm,Ghaziabad,380000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2019,42000.0,Tata,,"₹ 3,80,000"
2871,Tata Tiago 1.2 Revotron XZ,https://www.cardekho.com/used-car-details/used-Tata-tiago-12-revotron-xz-cars-New-Delhi_9911faf2-d8c8-4972-bc9d-714c6d1ec63a.htm,"Reserve Bank Colony, West Shalimar Bagh, Shalimar Baugh, New Delhi",360000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2019,20000.0,Tata,,"₹ 3,60,000"
2872,Tata Nexon XMA AMT BSVI,https://www.cardekho.com/used-car-details/used-Tata-nexon-xma-amt-bsvi-cars-Gurgaon_37687f49-32ac-4a25-a7f3-c90cf81642e3.htm,"Ghamroj, Gurgaon",640000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2022,51000.0,Tata,,"₹ 6,40,000"
2873,Tata Nexon XZ Plus P,https://www.cardekho.com/used-car-details/used-Tata-nexon-xz-plus-p-cars-Gurgaon_5ce87c79-6922-431c-b459-b44c26b19b72.htm,Gurgaon,750000.0,https://images10.gaadi.com/usedcar_image/5062419/original/processed_5db3250c-731e-4aa2-9e05-09c10ddc60e0.jpeg?imwidth=640,Petrol,Manual,2022,14000.0,Tata,,"₹ 7,50,000"
2874,Tata Nexon Smart Plus,https://www.cardekho.com/used-car-details/used-Tata-nexon-smart-plus-cars-Gurgaon_d6c1d83d-7f77-4454-8777-dbd192cfc611.htm,"Wazipur, Gurgaon",725000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2024,16700.0,Tata,,"₹ 7,25,000"
2875,Tata Nexon XZ Plus BSVI,https://www.cardekho.com/used-car-details/used-Tata-nexon-xz-plus-bsvi-cars-Gurgaon_3c783ca7-9fc8-4c03-9c77-39b4da7a9276.htm,"Orchid Petals Internal Road, Orchid Petals, Sector 49, Gurgaon",800000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2022,60000.0,Tata,,"₹ 8,00,000"
2876,Tata Tiago 1.2 Revotron XZ,https://www.cardekho.com/used-car-details/used-Tata-tiago-12-revotron-xz-cars-Noida_b3a7c3f4-d745-4893-a266-59fadcb4f2c4.htm,"F Block, Sector 63, Noida",265000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2017,80000.0,Tata,,"₹ 2,65,000"
2877,Tata Nexon 1.2 Revotron XM,https://www.cardekho.com/used-car-details/used-Tata-nexon-12-revotron-xm-cars-New-Delhi_b80e8115-fb65-473a-8b9f-fbbe13b61a9e.htm,"Tilak Nagar, New Delhi",450000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2019,70000.0,Tata,,"₹ 4,50,000"
2878,Tata Altroz XZ Plus,https://www.cardekho.com/used-car-details/used-Tata-altroz-xz-plus-cars-New-Delhi_52d7926e-a7ec-497b-bf90-1fd6f325a72a.htm,"Raj Nagar - II, New Delhi",865000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2023,14532.0,Tata,,"₹ 8,65,000"
2879,Tata Tiago 1.2 Revotron XZ,https://www.cardekho.com/used-car-details/used-Tata-tiago-12-revotron-xz-cars-Gurgaon_a371f4d3-abfe-4f99-b883-30d14eb115ef.htm,"Unnamed Road, Gurgaon",360000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2017,90000.0,Tata,,"₹ 3,60,000"
2880,Tata Safari XZA Plus Red Dark Edition AT,https://www.cardekho.com/used-car-details/used-Tata-safari-xza-plus-red-dark-edition-at-cars-Gurgaon_6c9dfa8b-ec44-4891-80d6-2018a85d1e62.htm,"F Block Road, Sector 57, Gurgaon",2020000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2023,40000.0,Tata,,"₹ 20,20,000"
2881,Tata Nexon XM BSVI,https://www.cardekho.com/used-car-details/used-Tata-nexon-xm-bsvi-cars-Noida_2fb60cfd-e1f0-4a37-9a19-3fff3e43b367.htm,"Gautam Budh Nagar, Noida",580000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2021,100000.0,Tata,,"₹ 5,80,000"
2882,Tata Nexon KRAZ Plus AMT,https://www.cardekho.com/used-car-details/used-Tata-nexon-kraz-plus-amt-cars-Noida_daf115b0-fc28-471b-ba07-60225e9e0c12.htm,Noida,600000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2019,40000.0,Tata,,"₹ 6,00,000"
2883,Tata Nexon 1.2 Revotron XZ Plus,https://www.cardekho.com/used-car-details/used-Tata-nexon-12-revotron-xz-plus-cars-Noida_1764a818-defc-4233-a008-5e4ee1e0339d.htm,Noida,390000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2018,121000.0,Tata,,"₹ 3,90,000"
2884,Tata Tiago XZ Plus,https://www.cardekho.com/used-car-details/used-Tata-tiago-xz-plus-cars-Noida_2a0a6337-39a1-4d5e-8926-aa71f201bd3f.htm,Noida,590000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2025,5000.0,Tata,,"₹ 5,90,000"
2885,Tata Nexon Creative,https://www.cardekho.com/used-car-details/used-Tata-nexon-creative-cars-New-Delhi_adff8317-298b-449f-aae5-d7d9ce2a7f09.htm,"Madanpur Khadar, New Delhi",1100000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2024,8211.0,Tata,,"₹ 11,00,000"
2886,Tata Bolt Revotron XT,https://www.cardekho.com/used-car-details/used-Tata-bolt-revotron-xt-cars-Gurgaon_0411e51d-4b17-4eb8-81db-9aecab138e47.htm,"Kherki Daula, Gurgaon",400000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Manual,2016,50000.0,Tata,,"₹ 4,00,000"
2887,Tata Nexon XZA Plus (O) AMT,https://www.cardekho.com/used-car-details/used-Tata-nexon-xza-plus-o-amt-cars-Noida_694e0758-3ce6-406c-b6ce-c58b48cbea5d.htm,Noida,900000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2022,52000.0,Tata,,"₹ 9,00,000"
2888,Mahindra XUV300 W6 BSIV,https://www.cardekho.com/used-car-details/used-Mahindra-xuv300-w6-bsiv-cars-Faridabad_ae82a2aa-c912-49cc-9de4-308d0fbf0718.htm?adId=20949&adType=41,"NIT, Faridabad",565000.0,https://images10.gaadi.com/usedcar_image/5090682/original/05055336-489a-48b2-84d0-a19840c95792.jpg?imwidth=640,Petrol,Manual,2020,90000.0,Mahindra,,"₹ 5,65,000"
2889,Mahindra XUV700 AX7 AT Luxury Pack BSVI,https://www.cardekho.com/buy-used-car-details/used-Mahindra-xuv700-ax7-at-luxury-pack-bsvi-cars-Gurgaon_7f5b388e-e65a-4068-a9e5-1e4d3b138398.htm,"Sohna Road, Gurgaon",1971000.0,https://images10.gaadi.com/usedcar_image/5157396/original/0ee11c43ddee3f7e483ca284085d5f9d.JPG?imwidth=640,Petrol,Automatic,2023,29092.0,Mahindra,,"₹ 19,71,000"
2890,Mahindra XUV500 AT W10 FWD,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-at-w10-fwd-cars-New-Delhi_1b68543c-c36d-42fa-b84f-0edf243936eb.htm,"Jhilmil, New Delhi",775000.0,https://images10.gaadi.com/usedcar_image/5088265/original/processed_56bb5e42-cf11-4878-afa8-dd516000b727.jpg?imwidth=640,Diesel,Automatic,2017,23000.0,Mahindra,,"₹ 7,75,000"
2891,Mahindra Marazzo M4,https://www.cardekho.com/used-car-details/used-Mahindra-marazzo-m4-cars-New-Delhi_28e4b130-b43d-449e-99e2-fa28851b445a.htm,"Masjid Moth, New Delhi",749000.0,https://images10.gaadi.com/usedcar_image/5074867/original/processed_479c87f8-a07b-4270-b50c-bab544524f7a.jpg?imwidth=640,Diesel,Manual,2020,54000.0,Mahindra,,"₹ 7,49,000"
2892,Mahindra Scorpio S5,https://www.cardekho.com/used-car-details/used-Mahindra-scorpio-s5-cars-Gurgaon_ee383f56-cf85-463b-8a8a-cb57dc4d1a1b.htm?adId=20670&adType=41,"Orchid Petals Internal Road, Orchid Petals, Sector 49, Gurgaon",1455000.0,https://images10.gaadi.com/usedgaadi-sellcar/UsedCar/a6dff1d9a/19ccb659-adfd-46c5-8015-e22f0099404e.jpeg?imwidth=640,Diesel,Manual,2022,46200.0,Mahindra,,"₹ 14,55,000"
2893,Mahindra XUV700 AX7L 7Str AT,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7l-7str-at-cars-New-Delhi_39ba69e0-a6a3-4005-81f4-015c018594f1.htm,"Shakarpur, New Delhi",2450000.0,https://images10.gaadi.com/usedcar_image/5155832/original/processed_8e7f4ef0-dead-49d9-a8a3-f8de86a7e928.jpg?imwidth=640,Petrol,Automatic,2025,165.0,Mahindra,,"₹ 24,50,000"
2894,Mahindra XUV700 AX7L 7Str Diesel AT,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7l-7str-diesel-at-cars-New-Delhi_bf419401-33c5-43f8-9d99-b7f169d2dfa1.htm,"Preet Vihar, New Delhi",1995000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2023,49001.0,Mahindra,,"₹ 19,95,000"
2895,Mahindra XUV700 AX5 7 Str Diesel AT BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax5-7-str-diesel-at-bsvi-cars-New-Delhi_b4d20355-29bb-4209-ad9f-a8dacb463ead.htm,"Lajpat Nagar, New Delhi",1695000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2022,50000.0,Mahindra,,"₹ 16,95,000"
2896,Mahindra TUV 300 mHAWK100 T8,https://www.cardekho.com/used-car-details/used-Mahindra-tuv-300-mhawk100-t8-cars-New-Delhi_2a38a027-d88e-404a-ad21-a9fba19002b1.htm?adId=19677&adType=41,"Lajpat Nagar, New Delhi",415000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Manual,2018,60000.0,Mahindra,,"₹ 4,15,000"
2897,Mahindra Alturas G4 4X4 AT BSIV,https://www.cardekho.com/used-car-details/used-Mahindra-alturas-g4-4x4-at-bsiv-cars-Noida_2afc758e-2b7e-4245-a875-d601a2f1a3aa.htm,Noida,1790000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2019,72000.0,Mahindra,,"₹ 17,90,000"
2898,Mahindra Thar LX 4WD Convert Top Diesel AT BSVI,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-4wd-convert-top-diesel-at-bsvi-cars-New-Delhi_083b961c-de2b-4d9e-ac50-f3ca61e5b3e9.htm,"Nariana, New Delhi",1290000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2022,34000.0,Mahindra,,"₹ 12,90,000"
2899,Mahindra Thar LX Hard Top AT,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-hard-top-at-cars-New-Delhi_b1f584e7-5595-4a71-b064-15fe9871fdb9.htm,"Vikas Puri, New Delhi",1275000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2023,9052.0,Mahindra,,"₹ 12,75,000"
2900,Mahindra XUV700 AX7 7Str AT,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-7str-at-cars-Greater-Noida_5d7de943-549e-4fca-a7ec-630731088a85.htm?adId=22403&adType=41,"Alpha, Greater Noida",1850000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2024,30000.0,Mahindra,,"₹ 18,50,000"
2901,Mahindra Thar LX Hard Top AT RWD,https://www.cardekho.com/used-car-details/used-Mahindra-thar-lx-hard-top-at-rwd-cars-New-Delhi_e0623d11-4e76-40b3-b885-b32a4e6344c2.htm,"Shakti Nagar, New Delhi",1295000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2024,35000.0,Mahindra,,"₹ 12,95,000"
