,Title,Link,Location,Price,Image,Fuel Type,Type,Year,Kms Covered,Brand,Region Info,price_display
4391,BMW 6 Series GT 630i M Sport BSVI,https://www.cardekho.com/used-car-details/used-Bmw-6-series-gt-630i-m-sport-bsvi-cars-Gurgaon_e03bde66-5c84-4c12-a845-c387cf740df8.htm,Gurgaon,5300000.0,https://images10.gaadi.com/usedcar_image/4945608/original/processed_d9494a19-011a-4f8f-ba65-3d6fcebbc906.jpg?imwidth=640,Petrol,Automatic,2022,11000.0,BMW,,"₹ 53,00,000"
4392,BMW 3 Series Long Wheelbase 330 Li Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-3-series-long-wheelbase-330-li-luxury-line-cars-New-Delhi_a20f72f5-76c2-4aed-8006-2d743819245c.htm?adId=22448&adType=41,"Rajender Nagar, New Delhi",3800000.0,https://images10.gaadi.com/usedcar_image/5156815/original/processed_e052a8f0-4ccb-40b5-a8cf-d71e090a7c88.jpg?imwidth=640,Petrol,Automatic,2022,28400.0,BMW,,"₹ 38,00,000"
4393,BMW 7 Series 730Ld DPE Signature,https://www.cardekho.com/used-car-details/used-Bmw-7-series-730ld-dpe-signature-cars-Gurgaon_75df0f02-438c-4028-8a40-46a77bf48a85.htm,Gurgaon,8200000.0,https://images10.gaadi.com/usedcar_image/4945628/original/processed_8027b06f-b286-4666-87ff-09b91f673f77.jpg?imwidth=640,Diesel,Automatic,2022,13000.0,BMW,,"₹ 82,00,000"
4394,BMW X7 xDrive 40i M Sport,https://www.cardekho.com/used-car-details/used-Bmw-x7-xdrive-40i-m-sport-cars-New-Delhi_5b39da37-5413-4d2c-88ce-86cc97695e45.htm,"Naraina, New Delhi",6990000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2021,65000.0,BMW,,"₹ 69,90,000"
4395,BMW X5 xDrive 30d xLine,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-30d-xline-cars-New-Delhi_2538208a-70d1-4c52-8ce0-c803282c22b8.htm,"Karam Pura, New Delhi",4300000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2020,57000.0,BMW,,"₹ 43,00,000"
4396,BMW X1 sDrive18d M Sport,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive18d-m-sport-cars-New-Delhi_02d20cae-8531-4cb2-8886-4194b7fabc12.htm?adId=21533&adType=41,"Rajender Nagar, New Delhi",3850000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2023,32000.0,BMW,,"₹ 38,50,000"
4397,BMW 3 Series M340i xDrive,https://www.cardekho.com/used-car-details/used-Bmw-3-series-m340i-xdrive-cars-Gurgaon_203bacc6-b635-46c4-9823-fb2f7d6cc85a.htm,"Sector 21e, Gurgaon",6700000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2025,13700.0,BMW,,"₹ 67,00,000"
4398,BMW X5 xDrive 30d xLine,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-30d-xline-cars-New-Delhi_89069cf6-614d-46a4-bfd6-14857dda8418.htm,"Naraina, New Delhi",5029000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2020,45000.0,BMW,,"₹ 50,29,000"
4399,BMW X6 Xdrive40i M Sport,https://www.cardekho.com/used-car-details/used-Bmw-x6-xdrive40i-m-sport-cars-New-Delhi_fb8baaad-e0c8-46e7-90b1-b67c07010a6c.htm,"Ashok Vihar, New Delhi",7500000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2021,15000.0,BMW,,"₹ 75,00,000"
4400,BMW 5 Series 520d Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-luxury-line-cars-New-Delhi_c237dff5-5758-4acd-b5d2-6d1d02fb5920.htm?adId=21804&adType=41,"Rajouri Market, New Delhi",1700000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2017,50000.0,BMW,,"₹ 17,00,000"
4401,BMW 2 Series Gran Coupe 220i M Sport,https://www.cardekho.com/used-car-details/used-Bmw-2-series-gran-coupe-220i-m-sport-cars-New-Delhi_36c54f62-11e1-49cb-b7bb-1f8bdc01a96c.htm,"Shakarpur, New Delhi",3950000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2025,3000.0,BMW,,"₹ 39,50,000"
4402,BMW X3 xDrive20d Luxury Edition,https://www.cardekho.com/used-car-details/used-Bmw-x3-xdrive20d-luxury-edition-cars-Gurgaon_2c106484-0ea0-4901-9a81-902fd1b16586.htm,Gurgaon,5300000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2023,12000.0,BMW,,"₹ 53,00,000"
4403,BMW 5 Series 520d Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-luxury-line-cars-New-Delhi_bc2e9d1b-6a2a-40e5-ba67-1f0e25cc9735.htm,"Ashok Vihar, New Delhi",3600000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2020,30000.0,BMW,,"₹ 36,00,000"
4404,BMW Z4 M40i,https://www.cardekho.com/used-car-details/used-Bmw-z4-m40i-cars-Gurgaon_4056880a-309c-4d76-9e2f-3d81aa235f8d.htm?adId=22474&adType=41,"Sector 21e, Gurgaon",9100000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2024,3150.0,BMW,,"₹ 91,00,000"
4405,BMW X5 xDrive 30d Design Pure Experience 5 Seater,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-30d-design-pure-experience-5-seater-cars-New-Delhi_97760623-44b8-45c0-aaa3-9643e7c9bc3b.htm,"Indra Vihar, New Delhi",2499000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2018,106000.0,BMW,,"₹ 24,99,000"
4406,BMW 5 Series 520d M Sport,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-m-sport-cars-New-Delhi_3af652ce-304b-477b-ac84-36dd82cd801b.htm,"Dilshad Garden, New Delhi",1675000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2017,65000.0,BMW,,"₹ 16,75,000"
4407,BMW X5 xDrive 40i M Sport,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-40i-m-sport-cars-New-Delhi_e4b599b4-7a62-4998-8c56-01f67a36503c.htm,"Nariana, New Delhi",7200000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2022,24000.0,BMW,,"₹ 72,00,000"
4408,BMW 3 Series GT M Sport Petrol,https://www.cardekho.com/used-car-details/used-Bmw-3-series-gt-m-sport-petrol-cars-New-Delhi_2b36ef3a-e8e0-4797-a0f3-42bd39be1cb2.htm,"Nauroji Nagar, New Delhi",2375000.0,https://images10.gaadi.com/usedcar_image/5064055/original/processed_785085d3-a294-487c-a896-8ef9a84fded8.jpg?imwidth=640,Petrol,Automatic,2019,56000.0,BMW,,"₹ 23,75,000"
4409,BMW 3 Series GT Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-3-series-gt-luxury-line-cars-New-Delhi_d443660b-c01a-4ead-9100-ef40c582500f.htm,"Janakpuri, New Delhi",1450000.0,https://images10.gaadi.com/usedcar_image/5028366/original/processed_a4b92ba1a1290e57e3e6a121081548ca.jpg?imwidth=640,Diesel,Automatic,2017,79000.0,BMW,,"₹ 14,50,000"
4410,BMW X1 sDrive20d Expedition,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20d-expedition-cars-New-Delhi_56cbfb12-915e-487a-9b9b-4fb952cfa223.htm,"Jungpura, New Delhi",1790000.0,https://images10.gaadi.com/usedcar_image/5002726/original/processed_be0d3d7f2866f94a95eca890ea732e51.jpeg?imwidth=640,Diesel,Automatic,2019,32000.0,BMW,,"₹ 17,90,000"
4411,BMW X1 sDrive20d Expedition,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20d-expedition-cars-New-Delhi_e69e0bbb-face-40ca-9220-0d99a4185dc8.htm,"Jhilmil, New Delhi",1875000.0,https://images10.gaadi.com/usedcar_image/5017894/original/processed_0fdafb0ae2bd0761c47a9018fb8cde3a.jpg?imwidth=640,Diesel,Automatic,2019,40000.0,BMW,,"₹ 18,75,000"
4412,BMW 3 Series Long Wheelbase 320Ld M Sport GL,https://www.cardekho.com/used-car-details/used-Bmw-3-series-long-wheelbase-320ld-m-sport-gl-cars-New-Delhi_836818db-5927-4136-8edd-6528296d207f.htm,"Bengali Market, New Delhi",4690000.0,https://images10.gaadi.com/usedcar_image/5075001/original/processed_bcdafba0-e3d8-4b14-a87e-78ab374d5467.jpg?imwidth=640,Diesel,Automatic,2023,33000.0,BMW,,"₹ 46,90,000"
4413,BMW X5 xDrive 30d M Sport,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-30d-m-sport-cars-Gurgaon_e54ee6b9-4b59-47c2-bc9e-c46e977f168f.htm,Gurgaon,2239000.0,https://images10.gaadi.com/usedcar_image/5066101/original/processed_fcbe2de85ed21bc58a1f9be9b2715d12.jpg?imwidth=640,Diesel,Automatic,2017,110500.0,BMW,,"₹ 22,39,000"
4414,BMW X1 xDrive 20d xLine,https://www.cardekho.com/used-car-details/used-Bmw-x1-xdrive-20d-xline-cars-New-Delhi_41d748f5-6e4d-4d55-b142-4daa1d3ae683.htm,"Dilshad Garden, New Delhi",1695000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2019,41000.0,BMW,,"₹ 16,95,000"
4415,BMW 5 Series 520d M Sport,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-m-sport-cars-New-Delhi_ee37d9c9-4d3d-4df7-b2c1-cf3f65ad4dfa.htm,"Jhilmil, New Delhi",1750000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2017,65000.0,BMW,,"₹ 17,50,000"
4416,BMW 3 Series GT Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-3-series-gt-luxury-line-cars-New-Delhi_8dcbd2d9-1902-4bf8-9f8e-c5f976b7c91c.htm,"Bengali Market, New Delhi",2290000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2019,39000.0,BMW,,"₹ 22,90,000"
4417,BMW X1 sDrive 20d xLine,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive-20d-xline-cars-New-Delhi_241a5021-33b6-4bfb-8174-707fba1dcf2a.htm,"Karam Pura, New Delhi",2500000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2020,35000.0,BMW,,"₹ 25,00,000"
4418,BMW X1 sDrive 20d xLine,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive-20d-xline-cars-New-Delhi_a28ffcc1-0687-418c-be8b-2098705465f6.htm,"Karol Bagh, New Delhi",2020000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2020,53000.0,BMW,,"₹ 20,20,000"
4419,BMW X1 sDrive20d Expedition,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20d-expedition-cars-New-Delhi_77bbaea0-21dd-4ede-8a5c-04e619e08058.htm,"Model Town Ii, New Delhi",1550000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2018,58000.0,BMW,,"₹ 15,50,000"
4420,BMW X1 sDrive20d Expedition,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20d-expedition-cars-New-Delhi_d82cdb37-7ed0-4610-b310-19793d648af9.htm,"Nariana, New Delhi",2250000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2019,7900.0,BMW,,"₹ 22,50,000"
4421,BMW X1 sDrive18i M Sport,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive18i-m-sport-cars-New-Delhi_24c1e76b-947d-4883-921b-00ff4acd7239.htm,"Bengali Market, New Delhi",4990000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2025,3000.0,BMW,,"₹ 49,90,000"
4422,BMW X1 sDrive18i M Sport,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive18i-m-sport-cars-New-Delhi_66df1ede-14d6-4f5c-9979-6452c446c7fe.htm,"Ashok Vihar, New Delhi",4500000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2024,14000.0,BMW,,"₹ 45,00,000"
4423,BMW 5 Series 520i Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520i-luxury-line-cars-New-Delhi_5c0e69df-15d6-4f36-95df-6a4f3c79cea8.htm,"Karam Pura, New Delhi",2374000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2016,50000.0,BMW,,"₹ 23,74,000"
4424,BMW X1 sDrive20i SportX,https://www.cardekho.com/buy-used-car-details/used-Bmw-x1-sdrive20i-sportx-cars-Gurgaon_c6b71a2a-9bfe-42a9-ad2f-dc6315531517.htm,"Sector 28, Gurgaon",2313000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2020,43114.0,BMW,,"₹ 23,13,000"
4425,BMW 5 Series 530i M Sport BSVI,https://www.cardekho.com/used-car-details/used-Bmw-5-series-530i-m-sport-bsvi-cars-New-Delhi_d5ff1dcb-50d0-4aa6-b527-e45539d657bf.htm,"Kailash Colony, New Delhi",4200000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2021,15000.0,BMW,,"₹ 42,00,000"
4426,BMW 5 Series 520d Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-luxury-line-cars-New-Delhi_0cd12d0a-517c-4afc-9dbc-dcff9a21b18b.htm,"Jungpura, New Delhi",1375000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2016,83000.0,BMW,,"₹ 13,75,000"
4427,BMW X1 sDrive 20d xLine,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive-20d-xline-cars-New-Delhi_61981e91-0f8c-4eab-8dc9-1b790fbe9e7f.htm,"Naraina, New Delhi",2150000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2020,45000.0,BMW,,"₹ 21,50,000"
4428,BMW 5 Series 520d Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-luxury-line-cars-New-Delhi_488f2dfb-7789-4300-9cb5-98fb66994198.htm,"Chittranjan Park, New Delhi",3250000.0,https://images10.gaadi.com/usedcar_image/5122016/original/processed_73997311d1879b97420f4b0a563e8999.jpeg?imwidth=640,Diesel,Automatic,2020,29000.0,BMW,,"₹ 32,50,000"
4429,BMW X1 sDrive18i M Sport,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive18i-m-sport-cars-New-Delhi_425ec520-b624-46ad-ab1e-ada619f11430.htm,"Cbse Preet Vihar, New Delhi",4485000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2025,6500.0,BMW,,"₹ 44,85,000"
4430,BMW X1 sDrive20i SportX,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20i-sportx-cars-New-Delhi_16fe62e4-5543-47f9-962b-a619d3c02949.htm,"Ashok Vihar, New Delhi",2650000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2021,21000.0,BMW,,"₹ 26,50,000"
4431,BMW 5 Series 520d Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-luxury-line-cars-Gurgaon_96f5b668-cc58-43e5-911a-6abf6eb76ae7.htm,Gurgaon,1600000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2016,90000.0,BMW,,"₹ 16,00,000"
4432,BMW X1 sDrive20d Expedition,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20d-expedition-cars-New-Delhi_e632e0ed-ac8c-4e32-a257-6fbe02ec54c5.htm,"Punjabi Bagh, New Delhi",1400000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2020,70000.0,BMW,,"₹ 14,00,000"
4433,BMW X1 sDrive20d Expedition,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20d-expedition-cars-Gurgaon_b996a47d-2fdd-4393-9cd0-b80dc5fa8dae.htm,Gurgaon,1799000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2019,50500.0,BMW,,"₹ 17,99,000"
4434,BMW 3 Series M340i xDrive,https://www.cardekho.com/used-car-details/used-Bmw-3-series-m340i-xdrive-cars-New-Delhi_d20e6638-cbdf-4d9c-a1ea-d74006beddfd.htm,"Ashok Vihar, New Delhi",6100000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2024,19000.0,BMW,,"₹ 61,00,000"
4435,BMW X5 xDrive 30d xLine,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-30d-xline-cars-Noida_15a28431-0105-4d98-98d3-e7d9be2f7876.htm,Noida,4850000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2020,60000.0,BMW,,"₹ 48,50,000"
4436,BMW X1 sDrive20i SportX,https://www.cardekho.com/buy-used-car-details/used-Bmw-x1-sdrive20i-sportx-cars-Gurgaon_6d48d9ca-076e-41a3-8020-4fbd4b2ea5dc.htm,"Sector 28, Gurgaon",2424000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2021,18007.0,BMW,,"₹ 24,24,000"
4437,BMW X1 sDrive20i xLine,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20i-xline-cars-New-Delhi_a357b6c9-024e-44bd-ac78-708fc336d11c.htm,"Naraina, New Delhi",2900000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2022,18000.0,BMW,,"₹ 29,00,000"
4438,BMW 3 Series 320d Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-3-series-320d-luxury-line-cars-New-Delhi_0eb87e08-7a27-4136-a99c-f79558d5318c.htm,"Naraina, New Delhi",3549000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2020,15000.0,BMW,,"₹ 35,49,000"
4439,BMW 5 Series 520d Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-luxury-line-cars-New-Delhi_739c37ac-d1f6-4897-8f75-5ebfc7cf0d37.htm,"Paschim Vihar, New Delhi",1300000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2016,119000.0,BMW,,"₹ 13,00,000"
4440,BMW X5 xDrive 40i M Sport,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-40i-m-sport-cars-New-Delhi_1cb9d9d9-ca27-4410-8195-93c287f82d52.htm,"Patparganj, New Delhi",6175000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2022,79000.0,BMW,,"₹ 61,75,000"
4441,BMW 3 Series GT Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-3-series-gt-luxury-line-cars-New-Delhi_ba0f9f90-a8df-4b62-a960-8894cdfd4404.htm,"Jungpura, New Delhi",1300000.0,https://images10.gaadi.com/usedcar_image/70833C1B-8721-4D08-8119-DB6395D9B34B/original/929c0bd1-91f9-40e1-95a4-d95f2005725a.jpg?imwidth=640,Diesel,Automatic,2016,70000.0,BMW,,"₹ 13,00,000"
4442,BMW 3 Series 320d Luxury Line Plus,https://www.cardekho.com/used-car-details/used-Bmw-3-series-320d-luxury-line-plus-cars-Gurgaon_74139cec-ff43-455b-a421-c24cd084832e.htm,"Sector 15, Gurgaon",1795000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2017,53000.0,BMW,,"₹ 17,95,000"
4443,BMW iX xDrive40,https://www.cardekho.com/used-car-details/used-Bmw-ix-xdrive40-cars-New-Delhi_fb952179-2f20-4606-9842-57fbe30f3ecd.htm,"Ashok Vihar, New Delhi",7900000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Electric,Automatic,2024,3900.0,BMW,,"₹ 79,00,000"
4444,BMW 3 Series 320d,https://www.cardekho.com/used-car-details/used-Bmw-3-series-320d-cars-New-Delhi_8e750f7f-5e5e-43a2-89d5-0bda36048475.htm,"Jhilmil, New Delhi",1100000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2017,80000.0,BMW,,"₹ 11,00,000"
4445,BMW 3 Series 330i M Sport,https://www.cardekho.com/used-car-details/used-Bmw-3-series-330i-m-sport-cars-New-Delhi_23f5b427-cd8c-45a2-9e41-d4cd1e8e7fc6.htm,"Jhilmil, New Delhi",2800000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2019,88000.0,BMW,,"₹ 28,00,000"
4446,BMW 3 Series 330i GT Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-3-series-330i-gt-luxury-line-cars-New-Delhi_ff3589e3-d01c-4b81-98a8-09d749a3ef77.htm,"Bengali Market, New Delhi",1700000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2017,56000.0,BMW,,"₹ 17,00,000"
4447,BMW 3 Series 330i M Sport,https://www.cardekho.com/used-car-details/used-Bmw-3-series-330i-m-sport-cars-New-Delhi_91813ee8-239b-4488-9e1c-02fb782e44d6.htm,"Dilshad Garden, New Delhi",2775000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2019,85000.0,BMW,,"₹ 27,75,000"
4448,BMW 3 Series 320d,https://www.cardekho.com/used-car-details/used-Bmw-3-series-320d-cars-New-Delhi_38912334-5715-4d7a-88f7-9cd280cc910c.htm,"Lajpat Nagar, New Delhi",1050000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2016,85000.0,BMW,,"₹ 10,50,000"
4449,BMW 3 Series 320d,https://www.cardekho.com/used-car-details/used-Bmw-3-series-320d-cars-New-Delhi_c95f8b3a-a60d-4446-86f5-1ea309d30e15.htm,"Jhilmil, New Delhi",1290000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2018,49000.0,BMW,,"₹ 12,90,000"
4450,BMW 3 Series GT 320d Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-3-series-gt-320d-luxury-line-cars-New-Delhi_45ee6ba4-1114-4fd0-be49-84804e2f0695.htm,"Zakir Nagar, New Delhi",1525000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2015,39000.0,BMW,,"₹ 15,25,000"
4451,BMW 3 Series 320d Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-3-series-320d-luxury-line-cars-New-Delhi_23c8789d-c24c-41d8-a772-c1f4c750f260.htm,"Jungpura, New Delhi",1800000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2019,78000.0,BMW,,"₹ 18,00,000"
4452,BMW 3 Series GT Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-3-series-gt-luxury-line-cars-New-Delhi_066ced92-7040-40e1-bc78-5a734bf1c1ba.htm,"Patparganj, New Delhi",2675000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2020,75000.0,BMW,,"₹ 26,75,000"
4453,BMW 3 Series 320d,https://www.cardekho.com/used-car-details/used-Bmw-3-series-320d-cars-Noida_d18a33cd-48fc-4977-a10b-f5c23d18c8d4.htm,Noida,1625000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2017,69000.0,BMW,,"₹ 16,25,000"
4454,BMW X1 sDrive20i xLine,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20i-xline-cars-New-Delhi_d17fb829-3b56-4aa8-a11a-fa78003d27b8.htm,"Chanakya Puri, New Delhi",2600000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2022,58000.0,BMW,,"₹ 26,00,000"
4455,BMW X5 xDrive 30d,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-30d-cars-Gurgaon_b7db3ccb-18b8-406c-9a17-aca29bc11ca1.htm,Gurgaon,1499000.0,https://images10.gaadi.com/usedcar_image/5066110/original/processed_6dd63a02fc8e8a01b924e40d67de0d55.jpg?imwidth=640,Diesel,Automatic,2014,104000.0,BMW,,"₹ 14,99,000"
4456,BMW X1 sDrive 20d xLine,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive-20d-xline-cars-Gurgaon_57a6a1a7-b3c5-4e1a-a6ff-ad4283594214.htm,Gurgaon,1324000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2017,105000.0,BMW,,"₹ 13,24,000"
4457,BMW 5 Series 530i Sport Line,https://www.cardekho.com/used-car-details/used-Bmw-5-series-530i-sport-line-cars-New-Delhi_e6a55920-cc55-4807-b315-98c298f77f06.htm,"Chattarpur, New Delhi",3090000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2018,60000.0,BMW,,"₹ 30,90,000"
4458,BMW X1 sDrive20d Expedition,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20d-expedition-cars-Gurgaon_d5a58c36-90a8-4ae6-aaa8-18e2fab083c6.htm,Gurgaon,1400000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2017,100000.0,BMW,,"₹ 14,00,000"
4459,BMW 3 Series 320i,https://www.cardekho.com/used-car-details/used-Bmw-3-series-320i-cars-New-Delhi_29476275-1ade-4af4-bbe0-4d24310d0745.htm,"Vikas Puri, New Delhi",775000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2014,107000.0,BMW,,"₹ 7,75,000"
4460,BMW 5 Series 520i Luxury Line,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520i-luxury-line-cars-New-Delhi_e5a2cab7-9739-4baf-8395-d86192812c7e.htm,"Chattarpur, New Delhi",2290000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2016,55000.0,BMW,,"₹ 22,90,000"
4461,BMW 5 Series 520d Sport Line,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-sport-line-cars-New-Delhi_ea4e6409-6e32-4773-b763-9a2eaf35437d.htm,"Chattarpur, New Delhi",2690000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2018,39000.0,BMW,,"₹ 26,90,000"
4462,BMW X1 sDrive 20d xLine,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive-20d-xline-cars-New-Delhi_a9d010c3-1622-471c-acca-95437952db92.htm,"Chattarpur, New Delhi",1790000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2018,69000.0,BMW,,"₹ 17,90,000"
4463,BMW 3 Series 330i M Sport,https://www.cardekho.com/used-car-details/used-Bmw-3-series-330i-m-sport-cars-Gurgaon_3d018d62-8b5e-43db-be6a-a1be2e56ba8e.htm,"South City Ii, Gurgaon",4500000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,Automatic,2022,30000.0,BMW,,"₹ 45,00,000"
4464,BMW X1 sDrive20d xLine,https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20d-xline-cars-Gurgaon_eeba27ae-5f36-4dc1-b433-808ca2d9ccea.htm,"Sector 14, Gurgaon",2600000.0,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,Automatic,2021,50000.0,BMW,,"₹ 26,00,000"
